"PointID","x","y","z","Pressure","Velocity_x","Velocity_y","Velocity_z"
99, 1.275807967446811e+00, -5.166666666010683e+00, 3.510578646035479e-02, -1.038193244193795e-01, -9.152145265312342e-03, -3.921895852921246e-02, -1.434096140318935e-01
100, 1.289068618140703e+00, -4.833333332719674e+00, 2.275459425046722e-02, -6.531939079378304e-02, -5.735666358099476e-03, -5.574175138832844e-02, -6.506488266451117e-02
101, 1.184940901168521e+00, -7.166666665756764e+00, 1.118411033029567e-01, 4.472618315661332e-01, 1.978644295205252e-01, 8.414987706307668e-02, -2.525422676968886e-02
102, 1.198069505575762e+00, -6.833333332465752e+00, 9.952061393867671e-02, 3.976973767705643e-01, 1.298224598016998e-01, 8.828461183726770e-02, -1.845567725350781e-02
103, 1.211198109982962e+00, -6.499999999174739e+00, 8.720012457439627e-02, 2.765009253818028e-01, 9.578589845105973e-02, 9.602307960694326e-02, -1.380091248635535e-02
104, 1.224326714390138e+00, -6.166666665883724e+00, 7.487963521011556e-02, 3.193222312333844e-01, 8.793882571401980e-02, -1.052817940807097e-02, -1.066369703623949e-02
105, 1.237455318797305e+00, -5.833333332592710e+00, 6.255914584583472e-02, 3.135642153135911e-01, 1.088897248673889e-01, -1.337523760033311e-01, -8.915136611122762e-03
106, 1.250583923204481e+00, -5.499999999301695e+00, 5.023865648155394e-02, 3.175882865765354e-01, 1.520725896191880e-01, -1.045874702121015e-01, -1.454409222138725e-02
107, 1.263712527611681e+00, -5.166666666010682e+00, 3.791816711727353e-02, 3.906555307737091e-01, 1.288734324355807e-01, -6.557484916111105e-02, -1.411295557606393e-02
108, 1.276841132018922e+00, -4.833333332719672e+00, 2.559767775299357e-02, 4.796762354770734e-01, 1.458290318507841e-01, 1.556514087972890e-02, -2.081567356418087e-02
109, 1.296149502630436e+00, -4.499999999428663e+00, 1.184029521464669e-02, 3.401407109428483e-01, 2.590280282807793e-01, -2.621603853229528e-02, -5.967899445461712e-02
110, 1.302013047771675e+00, -4.153846153318766e+00, 4.369544721521561e-03, -1.307325816741667e-01, -1.137927891919266e-02, -7.276789482670655e-02, -2.171295767311617e-01
111, 1.301696826708668e+00, -3.807692307208870e+00, -1.664312597535730e-03, -1.469047471882263e-02, -1.274988581718156e-02, -4.224242577301595e-02, -2.432823143269679e-01
112, 1.301380605645637e+00, -3.461538461098974e+00, -7.698169916592761e-03, -4.295785153256520e-02, -1.221064583185694e-02, 2.175138217786339e-02, -2.329930024446457e-01
113, 1.301064384582586e+00, -3.115384614989078e+00, -1.373202723564960e-02, -9.329351446869032e-02, -5.081003255611657e-03, 4.860166367158129e-03, -9.695131774843030e-02
114, 1.300748163519522e+00, -2.769230768879180e+00, -1.976588455470633e-02, -2.108910906154755e-01, -3.663783933190980e-03, 3.964799894689311e-02, -6.990916210625645e-02
115, 1.300431942456450e+00, -2.423076922769283e+00, -2.579974187376298e-02, -1.169497797349654e-01, -6.338367051754953e-03, 1.114293393645724e-01, -1.209432482327596e-01
116, 1.300115721393375e+00, -2.076923076659385e+00, -3.183359919281960e-02, -1.448247921497028e-01, -4.110837950452711e-03, 1.120604543920339e-01, -7.843946092345166e-02
117, 1.299799500330303e+00, -1.730769230549488e+00, -3.786745651187624e-02, -1.250737930354885e-01, -7.423834602630764e-03, 1.493799883639584e-02, -1.416552029708996e-01
118, 1.299483279267239e+00, -1.384615384439590e+00, -4.390131383093298e-02, -1.431690248882810e-01, -5.384709951310807e-03, 2.143946544397774e-02, -1.027463867283351e-01
119, 1.299167058204188e+00, -1.038461538329693e+00, -4.993517114998984e-02, -1.123190367195018e-01, 1.581397733650635e-03, -1.007925367038114e-01, 3.017486634541521e-02
120, 1.298850837141157e+00, -6.923076922197948e-01, -5.596902846904690e-02, -1.594192606378883e-01, -2.774280351590570e-03, -9.778988866122875e-03, -5.293642266340218e-02
121, 1.298534616078150e+00, -3.461538461098970e-01, -6.200288578810421e-02, 8.169138142518306e-03, -8.662006372868344e-03, 6.843316059323215e-02, -1.652809277886524e-01
122, 1.289653515363244e+00, -4.153846153318766e+00, 7.243331069656694e-03, 3.424447104690390e-01, 1.391787383192855e-01, -1.404864446744302e-02, -1.626528618573214e-02
123, 1.289337294300237e+00, -3.807692307208870e+00, 1.209473750599401e-03, 4.114798379663795e-01, 1.108371869628575e-01, 2.122438884590920e-02, -1.515100995958885e-02
124, 1.289021073237206e+00, -3.461538461098974e+00, -4.824383568457627e-03, 3.645954054050768e-01, 1.476176305903513e-01, 2.153761411557290e-02, -1.765042528628125e-02
125, 1.288704852174156e+00, -3.115384614989078e+00, -1.085824088751446e-02, 5.075564753439180e-01, 2.760492925703280e-01, 3.570802553525398e-02, -3.206302356931945e-02
126, 1.288388631111091e+00, -2.769230768879180e+00, -1.689209820657119e-02, 4.102402714949668e-01, 3.662348709630615e-01, 2.633168840244804e-02, -3.959805688884809e-02
127, 1.288072410048019e+00, -2.423076922769283e+00, -2.292595552562785e-02, 4.681656060146651e-01, 2.657665997796159e-01, 7.320132490463228e-02, -2.893704395617545e-02
128, 1.287756188984944e+00, -2.076923076659385e+00, -2.895981284468446e-02, 2.964061427839519e-01, 1.213531553413517e-01, 1.034133906231172e-01, -1.400168505059043e-02
129, 1.287439967921872e+00, -1.730769230549488e+00, -3.499367016374111e-02, 2.646388926377562e-01, 1.169961166509330e-01, 4.201937801336800e-02, -1.447435098326111e-02
130, 1.287123746858808e+00, -1.384615384439590e+00, -4.102752748279784e-02, 4.276505050485840e-01, 7.822085735212331e-02, 4.318193723864405e-02, -1.117693593685445e-02
131, 1.286807525795757e+00, -1.038461538329693e+00, -4.706138480185470e-02, 5.169619493970475e-01, 1.593199879613769e-01, 2.796923349440783e-02, -1.820767657449084e-02
132, 1.286491304732726e+00, -6.923076922197948e-01, -5.309524212091175e-02, 4.210196062347734e-01, 1.725057474654113e-01, 5.761076337397887e-02, -1.943629749631788e-02
133, 1.286175083669720e+00, -3.461538461098970e-01, -5.912909943996907e-02, 5.362186604417529e-01, 2.037008614937986e-01, -4.728238938325373e-02, -2.267583795416359e-02
134, 1.292038628810958e+00, 0.000000000000000e+00, -6.659984993309422e-02, 4.424636413247200e-01, 4.292736088974717e-01, 5.112072814877017e-02, -9.981288903962256e-02
135, 1.298534616078150e+00, 3.461538461098964e-01, -6.200288578810421e-02, -5.037846401623821e-02, -9.263811955545828e-03, 5.346113125369554e-03, -1.767640623875325e-01
136, 1.298850837141157e+00, 6.923076922197933e-01, -5.596902846904692e-02, -1.639580129476859e-01, -9.251279243148855e-03, 1.251276874448382e-01, -1.765249239941694e-01
137, 1.299167058204188e+00, 1.038461538329689e+00, -4.993517114998990e-02, -1.353373568891577e-01, -1.186323431964886e-02, 1.108198072819774e-01, -2.263639958906279e-01
138, 1.299483279267239e+00, 1.384615384439585e+00, -4.390131383093306e-02, -2.212594558114071e-01, -9.268102032168792e-03, 6.132742830095628e-02, -1.768459219289805e-01
139, 1.299799500330303e+00, 1.730769230549483e+00, -3.786745651187633e-02, -1.737325322346565e-01, -4.586822921356590e-03, 2.902802314886570e-02, -8.752179523225924e-02
140, 1.300115721393375e+00, 2.076923076659380e+00, -3.183359919281968e-02, -1.271129078120212e-01, -9.492521546615942e-03, 5.475945781628136e-02, -1.811281013642160e-01
141, 1.300431942456450e+00, 2.423076922769278e+00, -2.579974187376306e-02, -1.948948558838961e-01, -4.883497730690559e-03, 5.862455691209923e-02, -9.318268782913730e-02
142, 1.300748163519522e+00, 2.769230768879176e+00, -1.976588455470641e-02, -1.205998238159824e-01, -8.947662525138886e-04, 2.226914676238566e-02, -1.707315718948635e-02
143, 1.301064384582586e+00, 3.115384614989074e+00, -1.373202723564967e-02, -1.892368574547973e-01, 6.541574035873696e-03, 1.845493584144226e-02, 1.248206684815873e-01
144, 1.301380605645636e+00, 3.461538461098970e+00, -7.698169916592820e-03, -1.352056175240282e-01, -6.074925248115958e-03, 4.324201539859003e-02, -1.159164791693735e-01
145, 1.301696826708668e+00, 3.807692307208868e+00, -1.664312597535757e-03, -7.855125768125121e-02, -8.899411625450588e-03, -2.513500638530682e-02, -1.698108898700516e-01
146, 1.302013047771675e+00, 4.153846153318767e+00, 4.369544721521554e-03, -5.940034593448063e-02, -7.523509866183028e-03, -3.156530707204352e-02, -1.435571203006916e-01
147, 1.286175083669719e+00, 3.461538461098964e-01, -5.912909943996907e-02, 5.165100789496112e-01, 1.633471953745955e-01, 7.888442342042926e-02, -1.990186035624581e-02
148, 1.286491304732726e+00, 6.923076922197933e-01, -5.309524212091178e-02, 8.226778078996130e-02, 2.628047770730593e-01, 1.573045095976168e-01, -2.754934050464199e-02
149, 1.286807525795757e+00, 1.038461538329689e+00, -4.706138480185476e-02, 2.474046565176491e-01, 2.074350967354048e-01, 1.036575998999519e-01, -2.066999281775232e-02
150, 1.287123746858808e+00, 1.384615384439585e+00, -4.102752748279792e-02, 3.201734121163047e-01, 1.882735739111482e-01, 8.607012880233855e-02, -1.793334465683014e-02
151, 1.287439967921872e+00, 1.730769230549483e+00, -3.499367016374120e-02, 4.378772754988439e-01, 1.038074935273997e-01, 1.123476660629070e-01, -1.111452094145271e-02
152, 1.287756188984944e+00, 2.076923076659380e+00, -2.895981284468455e-02, 2.754297778846004e-01, 1.206765629353763e-01, 6.634126324640474e-02, -1.365211414454689e-02
153, 1.288072410048019e+00, 2.423076922769278e+00, -2.292595552562793e-02, 3.173432603506117e-01, 1.244726682600253e-01, 4.938486514444700e-02, -1.277383331389017e-02
154, 1.288388631111091e+00, 2.769230768879176e+00, -1.689209820657128e-02, 3.898917511296707e-01, 1.947919899607787e-01, -3.873523357427508e-02, -2.169704449880567e-02
155, 1.288704852174155e+00, 3.115384614989074e+00, -1.085824088751454e-02, 4.999003241795377e-01, 2.930899462547329e-01, 4.705937264887049e-02, -3.364495746783679e-02
156, 1.289021073237206e+00, 3.461538461098970e+00, -4.824383568457687e-03, 3.398729669855549e-01, 9.938243273380427e-02, 2.543414330653884e-02, -1.142437187043547e-02
157, 1.289337294300237e+00, 3.807692307208868e+00, 1.209473750599375e-03, 3.303546031323611e-01, 1.159827468517681e-01, -6.432492627316819e-02, -1.406040433357165e-02
158, 1.289653515363244e+00, 4.153846153318767e+00, 7.243331069656684e-03, 4.023059895011546e-01, 8.446395744811593e-02, -7.080143344343859e-02, -1.282117459022880e-02
159, 1.296149502630436e+00, 4.499999999428663e+00, 1.184029521464669e-02, 3.403244451126201e-01, 2.084717389757506e-01, -3.346329415276477e-02, -4.917387769716652e-02
160, 1.289068618140703e+00, 4.833333332719672e+00, 2.275459425046720e-02, -8.218880673259908e-02, -1.159436238196551e-02, 2.296216410189630e-02, -2.029525518631345e-01
161, 1.275807967446811e+00, 5.166666666010684e+00, 3.510578646035478e-02, -1.324703876630829e-01, -8.735551941944579e-03, 7.512880758711644e-02, -1.068713286534957e-01
162, 1.262547316752962e+00, 5.499999999301696e+00, 4.745697867024198e-02, -1.494233073755127e-01, -3.205419626924372e-03, 6.544170615081794e-03, -5.595298409728165e-02
163, 1.249286666059136e+00, 5.833333332592710e+00, 5.980817088012898e-02, -3.533945570698697e-02, -2.041441224720190e-03, 2.487261159005830e-02, -1.915097673647131e-02
164, 1.236026015365319e+00, 6.166666665883724e+00, 7.215936309001593e-02, -2.230439552392392e-01, -2.029928908367950e-03, 9.958000155892688e-02, 4.054611618089669e-02
165, 1.222765364671494e+00, 6.499999999174738e+00, 8.451055529990291e-02, -1.340648442564250e-01, -7.325549108173309e-03, 2.398999959600029e-02, -1.206804423242202e-01
166, 1.209504713977644e+00, 6.833333332465752e+00, 9.686174750979015e-02, -1.023780775530441e-01, -7.441475172554946e-03, -1.297596508986977e-02, -1.523224686328520e-01
167, 1.196244063283753e+00, 7.166666665756761e+00, 1.092129397196777e-01, -1.864667639583071e-01, -4.505046713033355e-03, -3.056394202373305e-03, -8.839472437644057e-02
168, 1.276841132018922e+00, 4.833333332719672e+00, 2.559767775299359e-02, 5.126938477686184e-01, 1.274733603810076e-01, -4.560332951196417e-02, -1.871778562897995e-02
