rib_id,y_m,abs_y_m,chord_m,rib_type,bay_prev_m,bay_next_m,main_spar_xc,rear_spar_xc,mandatory_reason,material_family,material_family_category,estimated_mass_kg,shape_sag_status,bond_risk_status,local_fem_required,fem_trigger_reasons,torque_critical_zone
R043,-4.94701,4.94701,1.101241,materialized_spacing_rib,0.290859,0.290859,0.249995,0.700426,,balsa_sheet_3mm,balsa_baseline,0.03191860026526243,unknown_requires_test,needs_data,false,,false
R044,-4.656151,4.656151,1.110537,materialized_spacing_rib,0.290859,0.290859,0.250332,0.700764,,balsa_sheet_3mm,balsa_baseline,0.0325545720792368,unknown_requires_test,needs_data,false,,false
R045,-4.365292,4.365292,1.119832,mandatory_contract_rib,0.290859,0.291048,0.25035,0.70064,spar_joint,balsa_sheet_3mm,balsa_baseline,0.033198281229437535,unknown_requires_test,needs_data_torque_or_mandatory_zone,true,spar_joint_load_transfer,false
R046,-4.074244,4.074244,1.129134,materialized_spacing_rib,0.291048,0.291048,0.250092,0.700258,,balsa_sheet_3mm,balsa_baseline,0.03385019372728387,unknown_requires_test,needs_data,false,,false
R047,-3.783196,3.783196,1.138436,materialized_spacing_rib,0.291048,0.291048,0.250039,0.700225,,balsa_sheet_3mm,balsa_baseline,0.034509933498529786,unknown_requires_test,needs_data,false,,false
R048,-3.492148,3.492148,1.147737,materialized_spacing_rib,0.291048,0.291048,0.24998,0.700244,,balsa_sheet_3mm,balsa_baseline,0.03517754049222929,unknown_requires_test,needs_data,false,,false
R049,-3.201099,3.201099,1.157039,materialized_spacing_rib,0.291048,0.291048,0.249893,0.700203,,balsa_sheet_3mm,balsa_baseline,0.035853054657436406,unknown_requires_test,needs_data,false,,false
R050,-2.910051,2.910051,1.166341,materialized_spacing_rib,0.291048,0.291048,0.249999,0.700233,,balsa_sheet_3mm,balsa_baseline,0.036536515943205165,unknown_requires_test,needs_data,false,,false
R051,-2.619003,2.619003,1.175523,torque_critical_reinforcement_candidate,0.291048,0.291048,0.25009,0.7003,,balsa_sheet_3mm,balsa_baseline,0.03722040365310032,unknown_requires_test_torque_zone,needs_data_torque_or_mandatory_zone,true,torque_critical_audit_zone;bounded_physical_twist_exceeds_screening_bound,true
R052,-2.327955,2.327955,1.184552,torque_critical_reinforcement_candidate,0.291048,0.291048,0.249972,0.700253,,balsa_sheet_3mm,balsa_baseline,0.03790236606059789,unknown_requires_test_torque_zone,needs_data_torque_or_mandatory_zone,true,torque_critical_audit_zone;bounded_physical_twist_exceeds_screening_bound,true
R053,-2.036907,2.036907,1.193581,torque_critical_reinforcement_candidate,0.291048,0.291048,0.250008,0.700296,,balsa_sheet_3mm,balsa_baseline,0.03859202528562744,unknown_requires_test_torque_zone,needs_data_torque_or_mandatory_zone,true,torque_critical_audit_zone;bounded_physical_twist_exceeds_screening_bound,true
R054,-1.745859,1.745859,1.202611,materialized_spacing_rib,0.291048,0.291048,0.25024,0.700278,,balsa_sheet_3mm,balsa_baseline,0.03928941897203189,unknown_requires_test,needs_data,false,,false
R055,-1.454811,1.454811,1.21164,mandatory_contract_rib,0.291048,0.290962,0.25026,0.699953,spar_joint,balsa_sheet_3mm,balsa_baseline,0.039994584763654174,unknown_requires_test,needs_data_torque_or_mandatory_zone,true,spar_joint_load_transfer,false
R056,-1.163849,1.163849,1.220667,materialized_spacing_rib,0.290962,0.290962,0.250077,0.699889,,balsa_sheet_3mm,balsa_baseline,0.04070734847553716,unknown_requires_test,needs_data,false,,false
R057,-0.872886,0.872886,1.229693,materialized_spacing_rib,0.290962,0.290962,0.250038,0.699891,,balsa_sheet_3mm,balsa_baseline,0.04142795493236193,unknown_requires_test,needs_data,false,,false
R058,-0.581924,0.581924,1.23872,materialized_spacing_rib,0.290962,0.290962,0.250032,0.699885,,balsa_sheet_3mm,balsa_baseline,0.04215644174461202,unknown_requires_test,needs_data,false,,false
R059,-0.290962,0.290962,1.247746,materialized_spacing_rib,0.290962,0.290962,0.250021,0.699915,,balsa_sheet_3mm,balsa_baseline,0.04289284652277096,unknown_requires_test,needs_data,false,,false
R060,0.0,0.0,1.256773,mandatory_contract_rib,0.290962,0.290962,0.25,0.7,root,balsa_sheet_3mm,balsa_baseline,0.04363720687732227,unknown_requires_test,needs_data_torque_or_mandatory_zone,true,root_load_introduction_detail,false
R061,0.290962,0.290962,1.247746,materialized_spacing_rib,0.290962,0.290962,0.250021,0.699915,,balsa_sheet_3mm,balsa_baseline,0.04289284652277096,unknown_requires_test,needs_data,false,,false
R062,0.581924,0.581924,1.23872,materialized_spacing_rib,0.290962,0.290962,0.250032,0.699885,,balsa_sheet_3mm,balsa_baseline,0.04215644174461202,unknown_requires_test,needs_data,false,,false
R063,0.872886,0.872886,1.229693,materialized_spacing_rib,0.290962,0.290962,0.250038,0.699891,,balsa_sheet_3mm,balsa_baseline,0.04142795493236193,unknown_requires_test,needs_data,false,,false
R064,1.163849,1.163849,1.220667,materialized_spacing_rib,0.290962,0.290962,0.250077,0.699889,,balsa_sheet_3mm,balsa_baseline,0.04070734847553716,unknown_requires_test,needs_data,false,,false
R065,1.454811,1.454811,1.21164,mandatory_contract_rib,0.290962,0.291048,0.25026,0.699953,spar_joint,balsa_sheet_3mm,balsa_baseline,0.039994584763654174,unknown_requires_test,needs_data_torque_or_mandatory_zone,true,spar_joint_load_transfer,false
R066,1.745859,1.745859,1.202611,materialized_spacing_rib,0.291048,0.291048,0.25024,0.700278,,balsa_sheet_3mm,balsa_baseline,0.03928941897203189,unknown_requires_test,needs_data,false,,false
R067,2.036907,2.036907,1.193581,torque_critical_reinforcement_candidate,0.291048,0.291048,0.250008,0.700296,,balsa_sheet_3mm,balsa_baseline,0.03859202528562744,unknown_requires_test_torque_zone,needs_data_torque_or_mandatory_zone,true,torque_critical_audit_zone;bounded_physical_twist_exceeds_screening_bound,true
R068,2.327955,2.327955,1.184552,torque_critical_reinforcement_candidate,0.291048,0.291048,0.249972,0.700253,,balsa_sheet_3mm,balsa_baseline,0.03790236606059789,unknown_requires_test_torque_zone,needs_data_torque_or_mandatory_zone,true,torque_critical_audit_zone;bounded_physical_twist_exceeds_screening_bound,true
R069,2.619003,2.619003,1.175523,torque_critical_reinforcement_candidate,0.291048,0.291048,0.25009,0.7003,,balsa_sheet_3mm,balsa_baseline,0.03722040365310032,unknown_requires_test_torque_zone,needs_data_torque_or_mandatory_zone,true,torque_critical_audit_zone;bounded_physical_twist_exceeds_screening_bound,true
R070,2.910051,2.910051,1.166341,materialized_spacing_rib,0.291048,0.291048,0.249999,0.700233,,balsa_sheet_3mm,balsa_baseline,0.036536515943205165,unknown_requires_test,needs_data,false,,false
R071,3.201099,3.201099,1.157039,materialized_spacing_rib,0.291048,0.291048,0.249893,0.700203,,balsa_sheet_3mm,balsa_baseline,0.035853054657436406,unknown_requires_test,needs_data,false,,false
R072,3.492148,3.492148,1.147737,materialized_spacing_rib,0.291048,0.291048,0.24998,0.700244,,balsa_sheet_3mm,balsa_baseline,0.03517754049222929,unknown_requires_test,needs_data,false,,false
R073,3.783196,3.783196,1.138436,materialized_spacing_rib,0.291048,0.291048,0.250039,0.700225,,balsa_sheet_3mm,balsa_baseline,0.034509933498529786,unknown_requires_test,needs_data,false,,false
R074,4.074244,4.074244,1.129134,materialized_spacing_rib,0.291048,0.291048,0.250092,0.700258,,balsa_sheet_3mm,balsa_baseline,0.03385019372728387,unknown_requires_test,needs_data,false,,false
R075,4.365292,4.365292,1.119832,mandatory_contract_rib,0.291048,0.290859,0.25035,0.70064,spar_joint,balsa_sheet_3mm,balsa_baseline,0.033198281229437535,unknown_requires_test,needs_data_torque_or_mandatory_zone,true,spar_joint_load_transfer,false
R076,4.656151,4.656151,1.110537,materialized_spacing_rib,0.290859,0.290859,0.250332,0.700764,,balsa_sheet_3mm,balsa_baseline,0.0325545720792368,unknown_requires_test,needs_data,false,,false
R077,4.94701,4.94701,1.101241,materialized_spacing_rib,0.290859,0.290859,0.249995,0.700426,,balsa_sheet_3mm,balsa_baseline,0.03191860026526243,unknown_requires_test,needs_data,false,,false
R078,5.237869,5.237869,1.091945,materialized_spacing_rib,0.290859,0.290859,0.24992,0.700502,,balsa_sheet_3mm,balsa_baseline,0.031290325916284716,unknown_requires_test,needs_data,false,,false
R079,5.528728,5.528728,1.08265,materialized_spacing_rib,0.290859,0.290859,0.250005,0.700535,,balsa_sheet_3mm,balsa_baseline,0.030669709161073987,unknown_requires_test,needs_data,false,,false
R080,5.819587,5.819587,1.073354,materialized_spacing_rib,0.290859,0.290859,0.250163,0.700581,,balsa_sheet_3mm,balsa_baseline,0.030056710128400516,unknown_requires_test,needs_data,false,,false
R081,6.110446,6.110446,1.063929,materialized_spacing_rib,0.290859,0.290859,0.250099,0.700548,,balsa_sheet_3mm,balsa_baseline,0.02944412582692944,unknown_requires_test,needs_data,false,,false
R082,6.401305,6.401305,1.054266,materialized_spacing_rib,0.290859,0.290859,0.24971,0.700381,,balsa_sheet_3mm,balsa_baseline,0.02882620160514075,unknown_requires_test,needs_data,false,,false
R083,6.692164,6.692164,1.044602,materialized_spacing_rib,0.290859,0.290859,0.249891,0.700532,,balsa_sheet_3mm,balsa_baseline,0.02821625524245054,unknown_requires_test,needs_data,false,,false
R084,6.983023,6.983023,1.034939,materialized_spacing_rib,0.290859,0.290859,0.250038,0.700504,,balsa_sheet_3mm,balsa_baseline,0.027614243648731523,unknown_requires_test,needs_data,false,,false
R085,7.273882,7.273882,1.025275,materialized_spacing_rib,0.290859,0.290859,0.250072,0.70055,,balsa_sheet_3mm,balsa_baseline,0.02702012373385641,unknown_requires_test,needs_data,false,,false
R086,7.564741,7.564741,1.015611,mandatory_contract_rib,0.290859,0.008913,0.250213,0.701152,wire_attach,balsa_sheet_3mm,balsa_baseline,0.026433852407697887,unknown_requires_test,needs_data_torque_or_mandatory_zone,true,wire_attach_local_load_path,false
R087,7.573654,7.573654,1.015315,mandatory_contract_rib,0.008913,0.293547,0.250217,0.701171,wire_attach;spar_joint,balsa_sheet_3mm,balsa_baseline,0.02641600983366815,unknown_requires_test,needs_data_torque_or_mandatory_zone,true,wire_attach_local_load_path;spar_joint_load_transfer,false
R088,7.867201,7.867201,1.005562,materialized_spacing_rib,0.293547,0.293547,0.250245,0.700296,,balsa_sheet_3mm,balsa_baseline,0.025832474705779786,unknown_requires_test,needs_data,false,,false
R089,8.160749,8.160749,0.99581,materialized_spacing_rib,0.293547,0.293547,0.250052,0.699464,,balsa_sheet_3mm,balsa_baseline,0.02525684438185535,unknown_requires_test,needs_data,false,,false
R090,8.454296,8.454296,0.986057,materialized_spacing_rib,0.293547,0.293547,0.250033,0.699799,,balsa_sheet_3mm,balsa_baseline,0.024689074565951874,unknown_requires_test,needs_data,false,,false
R091,8.747843,8.747843,0.976304,materialized_spacing_rib,0.293547,0.293547,0.250225,0.699898,,balsa_sheet_3mm,balsa_baseline,0.02412912096212636,unknown_requires_test,needs_data,false,,false
R092,9.04139,9.04139,0.966344,materialized_spacing_rib,0.293547,0.293547,0.250198,0.699842,,balsa_sheet_3mm,balsa_baseline,0.023566866838169418,unknown_requires_test,needs_data,false,,false
R093,9.334937,9.334937,0.956065,materialized_spacing_rib,0.293547,0.293547,0.249651,0.699582,,balsa_sheet_3mm,balsa_baseline,0.022997180948135215,unknown_requires_test,needs_data,false,,false
R094,9.628484,9.628484,0.945785,materialized_spacing_rib,0.293547,0.293547,0.249891,0.699807,,balsa_sheet_3mm,balsa_baseline,0.02243586393098003,unknown_requires_test,needs_data,false,,false
R095,9.922032,9.922032,0.935505,materialized_spacing_rib,0.293547,0.293547,0.250057,0.699747,,balsa_sheet_3mm,balsa_baseline,0.021882866573486464,unknown_requires_test,needs_data,false,,false
R096,10.215579,10.215579,0.925225,materialized_spacing_rib,0.293547,0.293547,0.24995,0.699676,,balsa_sheet_3mm,balsa_baseline,0.021338139662437115,unknown_requires_test,needs_data,false,,false
R097,10.509126,10.509126,0.914945,mandatory_contract_rib,0.293547,0.29531,0.249466,0.699454,spar_joint,balsa_sheet_3mm,balsa_baseline,0.02080163398461457,unknown_requires_test,needs_data_torque_or_mandatory_zone,true,spar_joint_load_transfer,false
R098,10.804436,10.804436,0.904603,materialized_spacing_rib,0.29531,0.29531,0.249631,0.698545,,balsa_sheet_3mm,balsa_baseline,0.020270151911374528,unknown_requires_test,needs_data,false,,false
R099,11.099746,11.099746,0.894261,materialized_spacing_rib,0.29531,0.29531,0.250229,0.698501,,balsa_sheet_3mm,balsa_baseline,0.0197468902047316,unknown_requires_test,needs_data,false,,false
R100,11.395056,11.395056,0.88392,materialized_spacing_rib,0.29531,0.29531,0.250262,0.698612,,balsa_sheet_3mm,balsa_baseline,0.019231798759456194,unknown_requires_test,needs_data,false,,false
R101,11.690367,11.690367,0.873578,materialized_spacing_rib,0.29531,0.29531,0.250201,0.698598,,balsa_sheet_3mm,balsa_baseline,0.01872482747031869,unknown_requires_test,needs_data,false,,false
R102,11.985677,11.985677,0.863236,materialized_spacing_rib,0.29531,0.29531,0.25044,0.698746,,balsa_sheet_3mm,balsa_baseline,0.018225926232089483,unknown_requires_test,needs_data,false,,false
R103,12.280987,12.280987,0.852241,materialized_spacing_rib,0.29531,0.29531,0.24994,0.698415,,balsa_sheet_3mm,balsa_baseline,0.01770788769933538,unknown_requires_test,needs_data,false,,false
R104,12.576297,12.576297,0.841171,materialized_spacing_rib,0.29531,0.29531,0.249891,0.698437,,balsa_sheet_3mm,balsa_baseline,0.017195580219618336,unknown_requires_test,needs_data,false,,false
R105,12.871607,12.871607,0.8301,materialized_spacing_rib,0.29531,0.29531,0.250082,0.698474,,balsa_sheet_3mm,balsa_baseline,0.016692138018681864,unknown_requires_test,needs_data,false,,false
R106,13.166917,13.166917,0.81903,materialized_spacing_rib,0.29531,0.29531,0.249741,0.69811,,balsa_sheet_3mm,balsa_baseline,0.01619750368002816,unknown_requires_test,needs_data,false,,false
R107,13.462227,13.462227,0.807959,mandatory_contract_rib,0.29531,0.297063,0.24772,0.695717,spar_joint,balsa_sheet_3mm,balsa_baseline,0.01571161978715947,unknown_requires_test,needs_data_torque_or_mandatory_zone,true,spar_joint_load_transfer,false
R108,13.75929,13.75929,0.796823,materialized_spacing_rib,0.297063,0.297063,0.248201,0.697605,,balsa_sheet_3mm,balsa_baseline,0.015231622991769842,unknown_requires_test,needs_data,false,,false
R109,14.056352,14.056352,0.785687,materialized_spacing_rib,0.297063,0.297063,0.250698,0.700513,,balsa_sheet_3mm,balsa_baseline,0.014760364260035724,unknown_requires_test,needs_data,false,,false
R110,14.353415,14.353415,0.773732,materialized_spacing_rib,0.297063,0.297063,0.250167,0.69941,,balsa_sheet_3mm,balsa_baseline,0.014267569387666086,unknown_requires_test,needs_data,false,,false
R111,14.650478,14.650478,0.761718,materialized_spacing_rib,0.297063,0.297063,0.249744,0.6992,,balsa_sheet_3mm,balsa_baseline,0.01378236724479305,unknown_requires_test,needs_data,false,,false
R112,14.94754,14.94754,0.749704,materialized_spacing_rib,0.297063,0.297063,0.249998,0.69947,,balsa_sheet_3mm,balsa_baseline,0.013306897131337068,unknown_requires_test,needs_data,false,,false
R113,15.244603,15.244603,0.73769,materialized_spacing_rib,0.297063,0.297063,0.250068,0.699454,,balsa_sheet_3mm,balsa_baseline,0.01284109102785857,unknown_requires_test,needs_data,false,,false
R114,15.541665,15.541665,0.725333,materialized_spacing_rib,0.297063,0.297063,0.250281,0.69985,,balsa_sheet_3mm,balsa_baseline,0.012373175830087811,unknown_requires_test,needs_data,false,,false
R115,15.838728,15.838728,0.712214,materialized_spacing_rib,0.297063,0.297063,0.249826,0.699391,,balsa_sheet_3mm,balsa_baseline,0.011889773280645206,unknown_requires_test,needs_data,false,,false
R116,16.13579,16.13579,0.699094,materialized_spacing_rib,0.297063,0.297063,0.249962,0.699386,,balsa_sheet_3mm,balsa_baseline,0.011417375699023163,unknown_requires_test,needs_data,false,,false
R117,16.432853,16.432853,0.684724,materialized_spacing_rib,0.297063,0.297063,0.25058,0.700724,,balsa_sheet_3mm,balsa_baseline,0.010915998946185623,unknown_requires_test,needs_data,false,,false
R118,16.729916,16.729916,0.668633,materialized_spacing_rib,0.297063,0.297063,0.24998,0.699627,,balsa_sheet_3mm,balsa_baseline,0.010373867048980462,unknown_requires_test,needs_data,false,,false
R119,17.026978,17.026978,0.652542,materialized_spacing_rib,0.297063,0.297063,0.249904,0.69916,,balsa_sheet_3mm,balsa_baseline,0.00984713108082451,unknown_requires_test,needs_data,false,,false
R120,17.324041,17.324041,0.645004,mandatory_contract_rib,0.297063,,0.246702,0.690168,tip_boundary,balsa_sheet_3mm,balsa_baseline,0.009605632288651095,unknown_requires_test,needs_data_torque_or_mandatory_zone,true,tip_boundary_airfoil_skin_closure_detail,false
